stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,platform_code
1062_00,,中佐波,,35.3682317609042,136.719788707295,1062_00,,0,
1064_00,,やまだ整形外科・内科クリニック、柳津生涯学習センター,,35.364573644,136.720639793,1064_00,,0,
1066_00,,高齢者福祉センター,,35.3668107128,136.7280038795,1066_00,,0,
1067_00,,おおくま歯科前,,35.3685804196632,136.737251594996,1067_00,,0,
107_01,,加納城址,,35.4006278718546,136.760816918453,107_01,,0,
107_02,,加納城址,,35.400542424,136.7606683,107_02,,0,
108_01,,加納公園,,35.3996140262521,136.759231383898,108_01,,0,
108_02,,加納公園,,35.399492314,136.759231043,108_02,,0,
109_00,,南部コミセン,,35.397810639,136.76070027,109_00,,0,
110_00,,加納中学校,,35.397280771,136.75858065,110_00,,0,
1101_00,,バロー長良店,,35.4488629,136.78726367,1101_00,,0,
1102_00,,雄総台西,,35.447632522,136.789199222,1102_00,,0,
1103_00,,雄総台東,,35.4463530580292,136.791408859211,1103_00,,0,
1104_00,,長良台,,35.447240903,136.792513005,1104_00,,0,
1105_00,,おぶさ,,35.445729357,136.794880602,1105_00,,0,
1106_00,,おぶさ公民館前,,35.44466752,136.794387705,1106_00,,0,
1107_00,,雄総緑町2丁目,,35.4433182886318,136.794917655133,1107_00,,0,
1108_00,,雄日ヶ丘公園西,,35.4436470555846,136.797453964249,1108_00,,0,
1109_00,,雄日ヶ丘公園東,,35.4441027769175,136.798930029157,1109_00,,0,
111_01,,加納中通り,,35.3969848931957,136.756735594289,111_01,,0,
111_02,,加納中通り,,35.396577592,136.756321354,111_02,,0,
1110_00,,中川原,,35.444174787,136.800153236,1110_00,,0,
1111_00,,雄総緑町４丁目,,35.4425755167127,136.796774275348,1111_00,,0,
1112_00,,鵜飼大橋北,,35.4425076183469,136.793750014724,1112_00,,0,
1113_00,,雄総柳町,,35.441756569,136.790559564,1113_00,,0,
1114_00,,雄総桜町,,35.4426202575882,136.789738018955,1114_00,,0,
1115_00,,サンライフ岐阜,,35.443979983,136.786822129,1115_00,,0,
1116_00,,長良東,,35.44774279,136.787023,1116_00,,0,
1116_01,,長良東,,35.4478125306223,136.787169274563,1116_01,,0,
1117_00,,田中接骨院,,35.44532828,136.783194939,1117_00,,0,
1118_00,,長良高校前,,35.445617291,136.780346091,1118_00,,0,
1119_00,,長良宮口町,,35.444643043,136.779750635,1119_00,,0,
112_00,,加納花ノ木町,,35.3974659209085,136.755111834714,112_00,,0,
1120_00,,長良東郷町,,35.444461103,136.777663238,1120_00,,0,
1121_00,,長良大路,,35.445219044,136.775667469,1121_00,,0,
1122_00,,長良北町,,35.4467118062858,136.773917297459,1122_00,,0,
1123_00,,ピアゴ長良店,,35.451743067,136.774516223,1123_00,,0,
1123_01,,ピアゴ長良店,,35.451646569,136.774029996,1123_01,,0,
1123_02,,ピアゴ長良店,,35.452352785,136.773962571,1123_02,,0,
1124_00,,福光東3丁目,,35.4546738281093,136.774186051416,1124_00,,0,
1124_01,,福光東3丁目,,35.4546738281093,136.774298558355,1124_01,,0,
1127_00,,長良高見,,35.457432714,136.775800299,1127_00,,0,
1128_00,,子正賀西,,35.4551336723222,136.775905494516,1128_00,,0,
